Common_Genes	group_name
braf	hsa-mir-143-3p_oxaliplatin
bcl2	hsa-mir-143-3p_oxaliplatin
kras	hsa-mir-143-3p_oxaliplatin
braf	hsa-mir-143-3p_gemcitabine
hras	hsa-mir-143-3p_gemcitabine
tnf	hsa-mir-143-3p_gemcitabine
kras	hsa-mir-143-3p_gemcitabine
mmp2	hsa-mir-143-3p_paclitaxel
bcl2	hsa-mir-143-3p_paclitaxel
kras	hsa-mir-143-3p_paclitaxel
tubb2a	hsa-mir-143-3p_paclitaxel
braf	hsa-mir-143-3p_chemotherapy
kras	hsa-mir-143-3p_chemotherapy
cyp2c9	hsa-mir-143-3p_gefitinib
limk1	hsa-mir-143-3p_gefitinib
igf1r	hsa-mir-143-3p_gefitinib
erbb3	hsa-mir-143-3p_gefitinib
kras	hsa-mir-143-3p_gefitinib
braf	hsa-mir-143-3p_gefitinib
smad3	hsa-mir-143-3p_imatinib
pdgfb	hsa-mir-143-3p_imatinib
kras	hsa-mir-143-3p_imatinib
braf	hsa-mir-143-3p_imatinib
pdgfra	hsa-mir-143-3p_imatinib
xiap	hsa-mir-143-3p_cisplatin
bcl2	hsa-mir-143-3p_cisplatin
cd44	hsa-mir-143-3p_cisplatin
kras	hsa-mir-143-3p_cisplatin
mdm2	hsa-mir-143-3p_cisplatin
cyp2c9	hsa-mir-143-3p_doxorubicin
bcl2	hsa-mir-143-3p_doxorubicin
nos1	hsa-mir-143-3p_doxorubicin
akr7a2	hsa-mir-143-3p_doxorubicin
braf	hsa-mir-143-3p_doxorubicin
cyp2c9	hsa-mir-143-3p_doxorubicin
bcl2	hsa-mir-143-3p_doxorubicin
nos1	hsa-mir-143-3p_doxorubicin
akr7a2	hsa-mir-143-3p_doxorubicin
braf	hsa-mir-143-3p_doxorubicin
cyp2c9	hsa-mir-143-3p_quercetin
nfkb2	hsa-mir-143-3p_quercetin
mmp2	hsa-mir-143-3p_paclitaxel
bcl2	hsa-mir-143-3p_paclitaxel
kras	hsa-mir-143-3p_paclitaxel
tubb2a	hsa-mir-143-3p_paclitaxel
mmp2	hsa-mir-143-3p_paclitaxel
bcl2	hsa-mir-143-3p_paclitaxel
kras	hsa-mir-143-3p_paclitaxel
tubb2a	hsa-mir-143-3p_paclitaxel
xiap	hsa-mir-143-3p_cisplatin
bcl2	hsa-mir-143-3p_cisplatin
cd44	hsa-mir-143-3p_cisplatin
kras	hsa-mir-143-3p_cisplatin
mdm2	hsa-mir-143-3p_cisplatin
xiap	hsa-mir-143-3p_cisplatin
bcl2	hsa-mir-143-3p_cisplatin
cd44	hsa-mir-143-3p_cisplatin
kras	hsa-mir-143-3p_cisplatin
mdm2	hsa-mir-143-3p_cisplatin
cyp2c9	hsa-mir-143-3p_tamoxifen
igf1r	hsa-mir-143-3p_tamoxifen
braf	hsa-mir-143-3p_gemcitabine
hras	hsa-mir-143-3p_gemcitabine
tnf	hsa-mir-143-3p_gemcitabine
kras	hsa-mir-143-3p_gemcitabine
braf	hsa-mir-143-3p_gemcitabine
hras	hsa-mir-143-3p_gemcitabine
tnf	hsa-mir-143-3p_gemcitabine
kras	hsa-mir-143-3p_gemcitabine
smad3	hsa-mir-143-3p_imatinib
pdgfb	hsa-mir-143-3p_imatinib
kras	hsa-mir-143-3p_imatinib
braf	hsa-mir-143-3p_imatinib
pdgfra	hsa-mir-143-3p_imatinib
bcl2	hsa-mir-143-3p_taxol
xiap	hsa-mir-143-3p_cisplatin
bcl2	hsa-mir-143-3p_cisplatin
cd44	hsa-mir-143-3p_cisplatin
kras	hsa-mir-143-3p_cisplatin
mdm2	hsa-mir-143-3p_cisplatin
braf	hsa-mir-143-3p_gemcitabine
hras	hsa-mir-143-3p_gemcitabine
tnf	hsa-mir-143-3p_gemcitabine
kras	hsa-mir-143-3p_gemcitabine
dnmt3a	hsa-mir-143-3p_trametinib
hras	hsa-mir-143-3p_trametinib
erbb3	hsa-mir-143-3p_trametinib
kras	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_trametinib
dnmt3a	hsa-mir-143-3p_trametinib
hras	hsa-mir-143-3p_trametinib
erbb3	hsa-mir-143-3p_trametinib
kras	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_trametinib
dnmt3a	hsa-mir-143-3p_trametinib
hras	hsa-mir-143-3p_trametinib
erbb3	hsa-mir-143-3p_trametinib
kras	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_vemurafenib
hras	hsa-mir-143-3p_vemurafenib
akt1	hsa-mir-143-3p_vemurafenib
kras	hsa-mir-143-3p_vemurafenib
dnmt3a	hsa-mir-143-3p_trametinib
hras	hsa-mir-143-3p_trametinib
erbb3	hsa-mir-143-3p_trametinib
kras	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_trametinib
dnmt3a	hsa-mir-143-3p_trametinib
hras	hsa-mir-143-3p_trametinib
erbb3	hsa-mir-143-3p_trametinib
kras	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_vemurafenib
hras	hsa-mir-143-3p_vemurafenib
akt1	hsa-mir-143-3p_vemurafenib
kras	hsa-mir-143-3p_vemurafenib
braf	hsa-mir-143-3p_vemurafenib
hras	hsa-mir-143-3p_vemurafenib
akt1	hsa-mir-143-3p_vemurafenib
kras	hsa-mir-143-3p_vemurafenib
dnmt3a	hsa-mir-143-3p_trametinib
hras	hsa-mir-143-3p_trametinib
erbb3	hsa-mir-143-3p_trametinib
kras	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_trametinib
braf	hsa-mir-143-3p_vemurafenib
hras	hsa-mir-143-3p_vemurafenib
akt1	hsa-mir-143-3p_vemurafenib
kras	hsa-mir-143-3p_vemurafenib
braf	hsa-mir-143-3p_vemurafenib
hras	hsa-mir-143-3p_vemurafenib
akt1	hsa-mir-143-3p_vemurafenib
kras	hsa-mir-143-3p_vemurafenib
braf	hsa-mir-143-3p_vemurafenib
hras	hsa-mir-143-3p_vemurafenib
akt1	hsa-mir-143-3p_vemurafenib
kras	hsa-mir-143-3p_vemurafenib
mapk1	hsa-mir-143-3p_erlotinib
igf1r	hsa-mir-143-3p_erlotinib
erbb3	hsa-mir-143-3p_erlotinib
kras	hsa-mir-143-3p_erlotinib
braf	hsa-mir-143-3p_erlotinib
xiap	hsa-mir-143-3p_cisplatin
bcl2	hsa-mir-143-3p_cisplatin
cd44	hsa-mir-143-3p_cisplatin
kras	hsa-mir-143-3p_cisplatin
mdm2	hsa-mir-143-3p_cisplatin
braf	hsa-mir-143-3p_fluorouracil
nos1	hsa-mir-143-3p_fluorouracil
kras	hsa-mir-143-3p_fluorouracil
xiap	hsa-mir-143-3p_cisplatin
bcl2	hsa-mir-143-3p_cisplatin
cd44	hsa-mir-143-3p_cisplatin
kras	hsa-mir-143-3p_cisplatin
mdm2	hsa-mir-143-3p_cisplatin
smad3	hsa-mir-143-3p_imatinib
pdgfb	hsa-mir-143-3p_imatinib
kras	hsa-mir-143-3p_imatinib
braf	hsa-mir-143-3p_imatinib
pdgfra	hsa-mir-143-3p_imatinib
mmp2	hsa-mir-143-3p_paclitaxel
bcl2	hsa-mir-143-3p_paclitaxel
kras	hsa-mir-143-3p_paclitaxel
tubb2a	hsa-mir-143-3p_paclitaxel
mmp2	hsa-mir-143-3p_paclitaxel
bcl2	hsa-mir-143-3p_paclitaxel
kras	hsa-mir-143-3p_paclitaxel
tubb2a	hsa-mir-143-3p_paclitaxel
xiap	hsa-mir-143-3p_bortezomib
bcl2	hsa-mir-143-3p_bortezomib
ptgs2	hsa-mir-143-3p_oxaliplatin
braf	hsa-mir-143-3p_oxaliplatin
bcl2	hsa-mir-143-3p_oxaliplatin
kras	hsa-mir-143-3p_oxaliplatin
cyp2c9	hsa-mir-143-3p_cytarabine
braf	hsa-mir-143-3p_gemcitabine
hras	hsa-mir-143-3p_gemcitabine
tnf	hsa-mir-143-3p_gemcitabine
kras	hsa-mir-143-3p_gemcitabine
mmp2	hsa-mir-143-3p_paclitaxel
bcl2	hsa-mir-143-3p_paclitaxel
kras	hsa-mir-143-3p_paclitaxel
tubb2a	hsa-mir-143-3p_paclitaxel
mapk1	hsa-mir-143-3p_etoposide
cyp2c9	hsa-mir-143-3p_etoposide
bcl2	hsa-mir-143-3p_etoposide
cyp2c9	hsa-mir-143-3p_doxorubicin
bcl2	hsa-mir-143-3p_doxorubicin
nos1	hsa-mir-143-3p_doxorubicin
akr7a2	hsa-mir-143-3p_doxorubicin
braf	hsa-mir-143-3p_doxorubicin
smad3	hsa-mir-143-3p_vincristine
bcl2	hsa-mir-143-3p_vincristine
tubb2a	hsa-mir-143-3p_vincristine
mapk1	hsa-mir-143-3p_sorafenib
mapk7	hsa-mir-143-3p_sorafenib
cyp2c9	hsa-mir-143-3p_sorafenib
limk1	hsa-mir-143-3p_sorafenib
tnf	hsa-mir-143-3p_sorafenib
kras	hsa-mir-143-3p_sorafenib
braf	hsa-mir-143-3p_sorafenib
pdgfra	hsa-mir-143-3p_sorafenib
cyp2c9	hsa-mir-143-3p_doxorubicin
bcl2	hsa-mir-143-3p_doxorubicin
nos1	hsa-mir-143-3p_doxorubicin
akr7a2	hsa-mir-143-3p_doxorubicin
braf	hsa-mir-143-3p_doxorubicin
il2ra	hsa-mir-143-5p_verapamil
grk4	hsa-mir-143-5p_verapamil
pten	hsa-mir-144-3p_paclitaxel
bcl2l11	hsa-mir-144-3p_imatinib
taok1	hsa-mir-144-3p_imatinib
pten	hsa-mir-144-3p_imatinib
pten	hsa-mir-144-3p_temozolomide
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_sunitinib
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
smad4	hsa-mir-144-3p_gemcitabine
pten	hsa-mir-144-3p_gemcitabine
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
npm1	hsa-mir-144-3p_ceritinib
mycn	hsa-mir-144-3p_panobinostat
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_fluorouracil
ccnk	hsa-mir-144-3p_fluorouracil
smad4	hsa-mir-144-3p_fluorouracil
irs1	hsa-mir-144-3p_fluorouracil
nfe2l2	hsa-mir-144-3p_cisplatin
mycn	hsa-mir-144-3p_cisplatin
pten	hsa-mir-144-3p_cisplatin
nfe2l2	hsa-mir-144-3p_doxorubicin
zeb1	hsa-mir-144-3p_doxorubicin
tgfb1	hsa-mir-144-3p_doxorubicin
ptgs2	hsa-mir-144-3p_oxaliplatin
zeb1	hsa-mir-144-3p_oxaliplatin
pten	hsa-mir-144-3p_oxaliplatin
met	hsa-mir-144-3p_pazopanib
taok1	hsa-mir-144-3p_pazopanib
mtor	hsa-mir-144-3p_pazopanib
nfe2l2	hsa-mir-144-3p_doxorubicin
zeb1	hsa-mir-144-3p_doxorubicin
tgfb1	hsa-mir-144-3p_doxorubicin
blmh	hsa-mir-144-5p_cisplatin
smad4	hsa-mir-144-5p_gemcitabine
sod2	hsa-mir-145-3p_paclitaxel
ntrk2	hsa-mir-145-3p_cisplatin
ccnd1	hsa-mir-145-3p_cisplatin
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
myc	hsa-mir-145-5p_verapamil
abcc1	hsa-mir-145-5p_verapamil
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
angpt2	hsa-mir-145-5p_ribavirin
egfr	hsa-mir-145-5p_ribavirin
mmp1	hsa-mir-145-5p_ribavirin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_temozolomide
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
vegfa	hsa-mir-145-5p_sunitinib
yes1	hsa-mir-145-5p_sunitinib
hif1a	hsa-mir-145-5p_sunitinib
pdgfd	hsa-mir-145-5p_sunitinib
braf	hsa-mir-145-5p_vemurafenib
nras	hsa-mir-145-5p_vemurafenib
yes1	hsa-mir-145-5p_vemurafenib
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_oxaliplatin
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_chemotherapy
nras	hsa-mir-145-5p_chemotherapy
cdkn1a	hsa-mir-145-5p_paclitaxel
abcc1	hsa-mir-145-5p_paclitaxel
egfr	hsa-mir-145-5p_paclitaxel
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
erbb4	hsa-mir-145-5p_gefitinib
yes1	hsa-mir-145-5p_gefitinib
igf1r	hsa-mir-145-5p_gefitinib
braf	hsa-mir-145-5p_gefitinib
egfr	hsa-mir-145-5p_gefitinib
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_docetaxel
abcc1	hsa-mir-145-5p_docetaxel
esr1	hsa-mir-145-5p_docetaxel
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_chemotherapy
nras	hsa-mir-145-5p_chemotherapy
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
smad3	hsa-mir-145-5p_vincristine
abcc1	hsa-mir-145-5p_vincristine
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
abcc1	hsa-mir-145-5p_doxorubicin
aldh3a1	hsa-mir-145-5p_doxorubicin
cyp2c19	hsa-mir-145-5p_doxorubicin
ppm1d	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_doxorubicin
braf	hsa-mir-145-5p_gemcitabine
nras	hsa-mir-145-5p_gemcitabine
smad4	hsa-mir-145-5p_gemcitabine
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
braf	hsa-mir-145-5p_gemcitabine
nras	hsa-mir-145-5p_gemcitabine
smad4	hsa-mir-145-5p_gemcitabine
esr1	hsa-mir-145-5p_tamoxifen
igf1r	hsa-mir-145-5p_tamoxifen
esr1	hsa-mir-145-5p_tamoxifen
igf1r	hsa-mir-145-5p_tamoxifen
braf	hsa-mir-145-5p_vemurafenib
nras	hsa-mir-145-5p_vemurafenib
yes1	hsa-mir-145-5p_vemurafenib
map2k4	hsa-mir-145-5p_trametinib
map2k6	hsa-mir-145-5p_trametinib
dusp6	hsa-mir-145-5p_trametinib
nras	hsa-mir-145-5p_trametinib
braf	hsa-mir-145-5p_trametinib
myc	hsa-mir-145-5p_bromocriptine
braf	hsa-mir-145-5p_oxaliplatin
erbb4	hsa-mir-145-5p_gefitinib
yes1	hsa-mir-145-5p_gefitinib
igf1r	hsa-mir-145-5p_gefitinib
braf	hsa-mir-145-5p_gefitinib
egfr	hsa-mir-145-5p_gefitinib
rps6ka3	hsa-mir-145-5p_palbociclib
pak4	hsa-mir-145-5p_palbociclib
map4k2	hsa-mir-145-5p_palbociclib
nras	hsa-mir-145-5p_palbociclib
cdk4	hsa-mir-145-5p_palbociclib
cdk6	hsa-mir-145-5p_palbociclib
braf	hsa-mir-145-5p_palbociclib
esr1	hsa-mir-145-5p_palbociclib
cdk6	hsa-mir-145-5p_fulvestrant
esr1	hsa-mir-145-5p_fulvestrant
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
erbb4	hsa-mir-145-5p_gefitinib
yes1	hsa-mir-145-5p_gefitinib
igf1r	hsa-mir-145-5p_gefitinib
braf	hsa-mir-145-5p_gefitinib
egfr	hsa-mir-145-5p_gefitinib
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_pemetrexed
braf	hsa-mir-145-5p_oxaliplatin
cdkn1a	hsa-mir-145-5p_paclitaxel
abcc1	hsa-mir-145-5p_paclitaxel
egfr	hsa-mir-145-5p_paclitaxel
hif1a	hsa-mir-145-5p_sorafenib
yes1	hsa-mir-145-5p_sorafenib
nras	hsa-mir-145-5p_sorafenib
braf	hsa-mir-145-5p_sorafenib
rps6kb1	hsa-mir-145-5p_sorafenib
vegfa	hsa-mir-145-5p_sorafenib
egfr	hsa-mir-145-5p_sorafenib
cdkn1a	hsa-mir-145-5p_paclitaxel
abcc1	hsa-mir-145-5p_paclitaxel
egfr	hsa-mir-145-5p_paclitaxel
fxn	hsa-mir-145-5p_cisplatin
myc	hsa-mir-145-5p_cisplatin
mdm2	hsa-mir-145-5p_cisplatin
nras	hsa-mir-145-5p_cisplatin
cd44	hsa-mir-145-5p_cisplatin
stat1	hsa-mir-145-5p_cisplatin
esr1	hsa-mir-145-5p_cisplatin
egfr	hsa-mir-145-5p_cisplatin
smad3	hsa-mir-145-5p_dexamethasone
cyp2c19	hsa-mir-145-5p_dexamethasone
cdk4	hsa-mir-145-5p_dexamethasone
cdk6	hsa-mir-145-5p_dexamethasone
irs2	hsa-mir-145-5p_dexamethasone
vegfa	hsa-mir-145-5p_dexamethasone
serpine1	hsa-mir-145-5p_dexamethasone
slc22a9	hsa-mir-145-5p_methotrexate
cdh2	hsa-mir-145-5p_methotrexate
tpm3	hsa-mir-145-5p_methotrexate
msh3	hsa-mir-145-5p_methotrexate
cyp2c19	hsa-mir-145-5p_methotrexate
cdkn1a	hsa-mir-145-5p_paclitaxel
abcc1	hsa-mir-145-5p_paclitaxel
egfr	hsa-mir-145-5p_paclitaxel
smad4	hsa-mir-145-5p_fluorouracil
aldh3a1	hsa-mir-145-5p_fluorouracil
irs1	hsa-mir-145-5p_fluorouracil
nras	hsa-mir-145-5p_fluorouracil
cyp2c19	hsa-mir-145-5p_fluorouracil
cdkn1a	hsa-mir-145-5p_fluorouracil
braf	hsa-mir-145-5p_fluorouracil
egfr	hsa-mir-145-5p_fluorouracil
hif1a	hsa-mir-145-5p_sorafenib
yes1	hsa-mir-145-5p_sorafenib
nras	hsa-mir-145-5p_sorafenib
