Pubmed,miR_Name,miRBase_name,miR_ID,Drug,CID,Material_1,Material_2,Material_3,Material_4,Condition,Experiment,Level,Effect,Target,Regulation,Year,Reference,Support
19074899,let-7i,hsa-let-7i,MI0000434,Cisplatin,2767,SKOV3 and 2008,-,-,Patients,ovarian and breast cancer,in vitro and in vivo,Low,Sensitive,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,Both loss-of-function (by synthetic let-7i inhibitor) and gain-of-function (by retroviral overexpression of let-7i) studies showed that reduced let-7i expression significantly increased the resistance of ovarian and breast cancer cells to the chemotherapy drug
19074899,miR-126,hsa-mir-126,MI0000471,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Sensitive,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-152,hsa-mir-152,MI0000462,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-196a,hsa-mir-196a-1,MI0000238,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-198,hsa-mir-198,MI0000240,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-1b-1,hsa-mir-1b-1,MI0000435,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-214,hsa-mir-214,MI0000290,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-216,hsa-mir-216a,MI0000292,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-22,hsa-mir-22,MI0000078,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-223,hsa-mir-223,MI0000300,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-321*,hsa-mir-321,MI0000543,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-370,hsa-mir-370,MI0000778,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-509,hsa-mir-509-1,MI0003196,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-520e,hsa-mir-520e,MI0003143,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19074899,miR-521,hsa-mir-521-1,MI0003176,Cisplatin,2767,"SKOV3, 2008, OVCAR10, OVCAR3, HeLa, MCF7, MDA-MB-468",-,-,-,ovarian cancer,in vitro,High,Sensitive,-,-,2008,MicroRNA microarray identifies Let-7i as a novel biomarker and therapeutic target in human epithelial ovarian cancer.,"Importantly, nine miRNAs exhibited even greater statistical significance (P < 0.015) and of those, six were higher in the noncomplete response group and three were higher in the complete response group (Fig. 1A and B)."
19082437,miR-21,hsa-mir-21,MI0000077,Cisplatin,2767,MCF-7,-,-,-,breast cancer,in vitro,Low,Resistant,-,p21 and p27,2009,Knockdown of Dicer in MCF-7 human breast carcinoma cells results in G1 arrest and increased sensitivity to cisplatin.,"In this study, we found that knockdown of Dicer by siRNA led to significant G1 arrest and increased sensitivity to the DNA damaging agent, cisplatin, in breast cancer cell line MCF-7."
19158092,miR-21,hsa-mir-21,MI0000077,Hydrogen Peroxide (H2O2),784,Vascular Smooth Muscle Cell,-,-,-,vascular smooth muscle cell,in vitro,Low,Resistant,PDCD4,-,2009,Involvement of MicroRNAs in hydrogen peroxide-mediated gene regulation and cellular injury response in vascular smooth muscle cells.,H(2)O(2)-induced VSMC apoptosis and death were increased by miR-21 inhibitor and decreased by pre-miR-21.
19237188,let-7e,hsa-let-7e,MI0000066,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-106a,hsa-mir-106a,MI0000113,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-126,hsa-mir-126,MI0000471,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-132,hsa-mir-132,MI0000449,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-142,hsa-mir-142,MI0000458,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-181a,hsa-mir-181a-2,MI0000269,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-181a,hsa-mir-181a-2,MI0000269,Doxorubicin (Adriamycin),31703,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Sensitive,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-181b,hsa-mir-181b-1,MI0000270,Gemcitabine,60750,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-185,hsa-mir-185,MI0000482,Gemcitabine,60750,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-19c,miR-19c,-,Gemcitabine,60750,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Sensitive,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-21,hsa-mir-21,MI0000077,Gemcitabine,60750,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Sensitive,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-213,hsa-mir-181a-1,MI0000289,Paclitaxel,36314,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-23b,hsa-mir-23b,MI0000439,Paclitaxel,36314,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-330,hsa-mir-330,MI0000803,Paclitaxel,36314,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-331,hsa-mir-331,MI0000812,Paclitaxel,36314,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Sensitive,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-339,hsa-mir-339,MI0000815,Docetaxel,148124,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-340,hsa-mir-340,MI0000802,Docetaxel,148124,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-34b,hsa-mir-34b,MI0000742,Docetaxel,148124,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-371,hsa-mir-371a,MI0000779,Docetaxel,148124,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
19237188,miR-381,hsa-mir-381,MI0000789,Docetaxel,148124,"OV19, TOV21G, TOV112D, FUOV1, C13, OV2008, A2780CP, A2780S, IGROV1, T8, OVCAR5, IMCC3, A2008, OVCAR3,  SKOV3, IOSER",-,-,-,ovarian cancer,in vitro,High,Resistant,-,-,2009,MicroRNAs and their target messenger RNAs associated with ovarian cancer response to chemotherapy,"Overall, linear regression analysis identified a total of 27 miRNAs (Table 1) that were significantly associated with OVCA cell responsiveness to one or more chemotherapeutic agents in the 16 cell lines."
